show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,month_added,year_added
s7812,tv show,Goliath,Desconocido,"Billy Bob Thornton, Nina Arianda, Tania Raymonde",united states,2021-08-26,2021,tv-ma,4 Seasons,"drama, suspense","In the final season, Billy McBride returns to his roots after Patty takes a job at a prestigious law firm in San Francisco. Together, they try to take down one of America’s most insidious Goliaths: the opioid industry. As Billy deals with his own pain and Patty can’t shake the feeling she’s being used, they will test each other’s loyalty like never before.",8,2021
s7839,tv show,RIDE ON TIME,Desconocido,Desconocido,desconocido,2021-08-27,2021,nr,3 Seasons,documentary,Johnny's is the top male idol agency in Japan. What goes on behind the scenes? This documentary series shadows the groups and individuals over the course of several weeks to give you a realistic portrayal of their lives.,8,2021
s7840,tv show,Paranormal Signs Investigations,Desconocido,"Alexander L., Jürgen H., Corinna P., Kurt T., Alexander P.",desconocido,2021-08-27,2021,16+,2 Seasons,"documentary, suspense, unscripted","Abandoned Buildings. Close encounters. Mysterious answers. In the second season, too, the team explores inexplicable phenomena. ""The new season is absolutely in the mood for a sequel"". No wonder, P.S.I brings along the Austrian charm. """,8,2021
s7857,tv show,Fernando 4K UHD (Dubbed),Desconocido,Desconocido,desconocido,2021-08-27,2021,7+,2 Seasons,"documentary, sports","Two years after his retirement from Formula 1, Fernando Alonso returns to the team with which he won two world championships.",8,2021
s7858,tv show,Fernando 4K UHD,Desconocido,Desconocido,desconocido,2021-08-27,2021,7+,2 Seasons,"documentary, sports","Two years after his retirement from Formula 1, Fernando Alonso returns to the team with which he won two world championships.",8,2021
s7859,tv show,Fernando (Dubbed),Desconocido,Desconocido,desconocido,2021-08-27,2021,7+,2 Seasons,"documentary, sports","Two years after his retirement from Formula 1, Fernando Alonso returns to the team with which he won two world championships.",8,2021
s7860,tv show,Fernando,Desconocido,Desconocido,desconocido,2021-08-27,2021,7+,2 Seasons,"documentary, sports","Two years after his retirement from Formula 1, Fernando Alonso returns to the team with which he won two world championships.",8,2021
s7908,tv show,Super Wings,Desconocido,"Chasden Gilson-Walker, Cassandra Lee Morris, Bill Rogers, Travis Burnett, Braylyx Rivera-Babbey, Sophia Vernon",desconocido,2021-08-29,2019,tv-y,4 Seasons,"animation, kids","Super Wings is an action-packed upper-preschool series about friendship and teamwork. Jett is an adorable plane who travels around different cities in the world, delivering packages to children. Jett will encounter some challenges, but get around each situation with the help of his friends. In Season 4, our Super Wings heroes transform into an upgraded mode with the help of Supercharge.",8,2021
s8072,tv show,Top Gear (UK),Desconocido,"Matt Leblanc, Chris Harris, Rory Reid",desconocido,2021-09-02,2018,tv-14,15 Seasons,"comedy, documentary, special interest","Matt LeBlanc, Chris Harris, Rory Reid and The Stig are back, with guest appearances from German driving legend Sabine Schmitz. Expect Top Gear’s trademark array of stunning photography, state-of-the-art supercars, celebrity guests and a healthy disrespect for presenter safety, as well as the hottest new cars and the not-so-hot old cars, that actually do get quite hot.",9,2021
s8261,tv show,Speak UP: Empower Your Ideas,Desconocido,Desconocido,desconocido,2021-09-04,2021,7+,2 Seasons,special interest,Inspiring leaders take the stage to share their personal stories before a live audience.,9,2021
s8438,tv show,Jungle Beat,Desconocido,Desconocido,desconocido,2021-09-09,2021,all,1 Season,"animation, kids",The Jungle Beat Explorers are four intrepid adventurers on a slapstick mission of discovery!,9,2021
s8448,tv show,Bakugan Battle Brawlers,Desconocido,"Scott McCord, Jason Deline, Julie Lemieux",desconocido,2021-09-09,2009,tv-pg,1 Season,"animation, anime, kids","Join Dan and his friends as they battle their Bakugan Brawlers to save Vestroia and Earth, and to restore peace throughout the two dimensions.",9,2021
